type,sfpname,partnumber,serialnumber,state,switch,interface
,,,,removed,126,eth1/12
,,,,removed,126,eth1/13
,,,,removed,126,eth1/14
,,,,removed,126,eth1/15
,,,,removed,126,eth1/16
,,,,removed,126,eth1/17
,,,,removed,126,eth1/18
,,,,removed,126,eth1/19
,,,,removed,126,eth1/20
,,,,removed,126,eth1/21
,,,,removed,126,eth1/22
,,,,removed,126,eth1/23
,,,,removed,126,eth1/24
,,,,removed,126,eth1/25
,,,,removed,126,eth1/26
,,,,removed,126,eth1/27
,,,,removed,126,eth1/28
,,,,removed,126,eth1/29
,,,,removed,126,eth1/30
,,,,removed,126,eth1/31
,,,,removed,126,eth1/32
,,,,removed,126,eth1/33
,,,,removed,126,eth1/34
,,,,removed,126,eth1/35
,,,,removed,126,eth1/36
,,,,removed,126,eth1/37
,,,,removed,126,eth1/38
,,,,removed,126,eth1/39
,,,,removed,126,eth1/40
,,,,removed,126,eth1/41
,,,,removed,126,eth1/42
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DGBK     ,inserted,118,eth1/1
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG9Y     ,inserted,118,eth1/2
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DGAN     ,inserted,118,eth1/3
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DGAR     ,inserted,118,eth1/4
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DGBV     ,inserted,118,eth1/5
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG97     ,inserted,118,eth1/6
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG9A     ,inserted,118,eth1/7
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG9B     ,inserted,118,eth1/8
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG92     ,inserted,118,eth1/9
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG94     ,inserted,118,eth1/10
,,,,removed,118,eth1/43
,,,,removed,118,eth1/44
,,,,removed,118,eth1/45
,,,,removed,118,eth1/46
,,,,removed,118,eth1/47
,,,,removed,118,eth1/48
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2310U5EE     ,inserted,118,eth1/49
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2310U5EV     ,inserted,118,eth1/50
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2310U543     ,inserted,118,eth1/51
,,,,removed,118,eth1/52
,,,,removed,118,eth1/53
,,,,removed,118,eth1/54
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG1H     ,inserted,118,eth1/11
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG1P     ,inserted,118,eth1/12
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG1L     ,inserted,118,eth1/13
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG2B     ,inserted,118,eth1/14
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG1K     ,inserted,118,eth1/15
,,,,removed,118,eth1/16
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9B94R2    ,inserted,118,eth1/17
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9B94T6    ,inserted,118,eth1/18
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9B94T9    ,inserted,118,eth1/19
,,,,removed,118,eth1/20
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9BT91L    ,inserted,118,eth1/21
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9BT8Y5    ,inserted,118,eth1/22
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9B94N8    ,inserted,118,eth1/23
,,,,removed,118,eth1/24
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9BT8YE    ,inserted,118,eth1/25
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9BV07N    ,inserted,118,eth1/26
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9BT97Y    ,inserted,118,eth1/27
,,,,removed,118,eth1/28
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9B94RB    ,inserted,118,eth1/29
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9B94R3    ,inserted,118,eth1/30
SFP-H10GB-CU5M,IBM-Amphenol    ,95Y1634-N31295U ,YL10FY9B94T3    ,inserted,118,eth1/31
,,,,removed,118,eth1/32
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DGA0     ,inserted,118,eth1/33
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG9K     ,inserted,118,eth1/34
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG1R     ,inserted,118,eth1/35
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG9L     ,inserted,118,eth1/36
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2309DG9D     ,inserted,118,eth1/37
,,,,removed,118,eth1/38
,,,,removed,118,eth1/39
,,,,removed,118,eth1/40
,,,,removed,118,eth1/41
,,,,removed,118,eth1/42
,,,,removed,128,eth1/13
,,,,removed,128,eth1/53
,,,,removed,128,eth1/19
,,,,removed,128,eth1/3
,,,,removed,128,eth1/1
,,,,removed,128,eth1/2
,,,,removed,128,eth1/38
,,,,removed,128,eth1/34
,,,,removed,128,eth1/11
,,,,removed,128,eth1/44
,,,,removed,128,eth1/35
,,,,removed,128,eth1/48
,,,,removed,128,eth1/36
,,,,removed,128,eth1/4
,,,,removed,128,eth1/37
,,,,removed,128,eth1/12
,,,,removed,128,eth1/8
,,,,removed,128,eth1/42
,,,,removed,128,eth1/29
,,,,removed,128,eth1/39
,,,,removed,128,eth1/43
,,,,removed,128,eth1/21
,,,,removed,128,eth1/6
,,,,removed,128,eth1/16
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2418U037     ,inserted,128,eth1/49
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2418U02Z     ,inserted,128,eth1/50
,,,,removed,128,eth1/10
,,,,removed,128,eth1/14
,,,,removed,128,eth1/7
,,,,removed,128,eth1/54
,,,,removed,128,eth1/26
,,,,removed,128,eth1/25
,,,,removed,128,eth1/17
,,,,removed,128,eth1/40
,,,,removed,128,eth1/31
,,,,removed,128,eth1/32
,,,,removed,128,eth1/9
,,,,removed,128,eth1/20
,,,,removed,128,eth1/28
,,,,removed,128,eth1/5
,,,,removed,128,eth1/15
,,,,removed,128,eth1/30
,,,,removed,128,eth1/33
,,,,removed,128,eth1/47
,,,,removed,128,eth1/23
,,,,removed,128,eth1/18
,,,,removed,128,eth1/41
,,,,removed,128,eth1/51
,,,,removed,128,eth1/46
,,,,removed,128,eth1/24
,,,,removed,128,eth1/52
,,,,removed,128,eth1/45
,,,,removed,128,eth1/27
,,,,removed,128,eth1/22
,,,,removed,129,eth1/1
,,,,removed,129,eth1/2
,,,,removed,129,eth1/3
,,,,removed,129,eth1/4
,,,,removed,129,eth1/5
,,,,removed,129,eth1/6
,,,,removed,129,eth1/7
,,,,removed,129,eth1/8
,,,,removed,129,eth1/9
,,,,removed,129,eth1/10
,,,,removed,129,eth1/43
,,,,removed,129,eth1/44
,,,,removed,129,eth1/45
,,,,removed,129,eth1/46
,,,,removed,129,eth1/47
,,,,removed,129,eth1/48
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2418U02T     ,inserted,129,eth1/49
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2418U031     ,inserted,129,eth1/50
,,,,removed,129,eth1/51
,,,,removed,129,eth1/52
,,,,removed,129,eth1/53
,,,,removed,129,eth1/54
,,,,removed,129,eth1/11
,,,,removed,129,eth1/12
,,,,removed,129,eth1/13
,,,,removed,129,eth1/14
,,,,removed,129,eth1/15
,,,,removed,129,eth1/16
,,,,removed,129,eth1/17
,,,,removed,129,eth1/18
,,,,removed,129,eth1/19
,,,,removed,129,eth1/20
,,,,removed,129,eth1/21
,,,,removed,129,eth1/22
,,,,removed,129,eth1/23
,,,,removed,129,eth1/24
,,,,removed,129,eth1/25
,,,,removed,129,eth1/26
,,,,removed,129,eth1/27
,,,,removed,129,eth1/28
,,,,removed,129,eth1/29
,,,,removed,129,eth1/30
,,,,removed,129,eth1/31
,,,,removed,129,eth1/32
,,,,removed,129,eth1/33
,,,,removed,129,eth1/34
,,,,removed,129,eth1/35
,,,,removed,129,eth1/36
,,,,removed,129,eth1/37
,,,,removed,129,eth1/38
,,,,removed,129,eth1/39
,,,,removed,129,eth1/40
,,,,removed,129,eth1/41
,,,,removed,129,eth1/42
10Gbase-LR,CISCO-OPLINK    ,TPP5XGFLRCCISE2G,OPM22220JM0     ,inserted,198,eth1/2
10Gbase-LR,CISCO-OPLINK    ,TPP5XGFLRCCISE2G,OPM22220JP1     ,inserted,198,eth1/3
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K1S5     ,inserted,198,eth1/4
,,,,removed,198,eth1/5
,,,,removed,198,eth1/6
,,,,removed,198,eth1/7
,,,,removed,198,eth1/8
,,,,removed,198,eth1/9
,,,,removed,198,eth1/10
,,,,removed,198,eth1/43
,,,,removed,198,eth1/44
,,,,removed,198,eth1/45
,,,,removed,198,eth1/46
,,,,removed,198,eth1/47
,,,,removed,198,eth1/48
10Gbase-LR,CISCO-OPLINK    ,TPP5XGFLRCCISE2G,OPM22220JLB     ,inserted,198,eth1/1
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2122U0TE     ,inserted,198,eth1/49
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2122U0TG     ,inserted,198,eth1/50
QSFP-40G-ER4,CISCO-FINISAR   ,FTL4E1QM1C-C1   ,FNS21160F0K     ,inserted,198,eth1/51
QSFP-40G-ER4,CISCO-FINISAR   ,FTL4E1QM1C-C1   ,FNS21160PF6     ,inserted,198,eth1/52
,,,,removed,198,eth1/53
,,,,removed,198,eth1/54
,,,,removed,198,eth1/11
,,,,removed,198,eth1/12
,,,,removed,198,eth1/13
,,,,removed,198,eth1/14
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2127DCFR     ,inserted,198,eth1/15
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2124DRMC     ,inserted,198,eth1/16
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394VT     ,inserted,198,eth1/17
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339316     ,inserted,198,eth1/18
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392Z0     ,inserted,198,eth1/19
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233955W     ,inserted,198,eth1/20
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394HZ     ,inserted,198,eth1/21
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233930L     ,inserted,198,eth1/22
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339314     ,inserted,198,eth1/23
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392ZG     ,inserted,198,eth1/24
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339551     ,inserted,198,eth1/25
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339308     ,inserted,198,eth1/26
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2034D6FL     ,inserted,198,eth1/27
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223396SS     ,inserted,198,eth1/28
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233930Z     ,inserted,198,eth1/29
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392ZF     ,inserted,198,eth1/30
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223394UN     ,inserted,198,eth1/31
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223392YY     ,inserted,198,eth1/32
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233931L     ,inserted,198,eth1/33
,,,,removed,198,eth1/34
,,,,removed,198,eth1/35
,,,,removed,198,eth1/36
,,,,removed,198,eth1/37
,,,,removed,198,eth1/38
,,,,removed,198,eth1/39
,,,,removed,198,eth1/40
,,,,removed,198,eth1/41
,,,,removed,198,eth1/42
,,,,removed,199,eth1/2
,,,,removed,199,eth1/3
,,,,removed,199,eth1/4
,,,,removed,199,eth1/5
,,,,removed,199,eth1/6
,,,,removed,199,eth1/7
,,,,removed,199,eth1/8
,,,,removed,199,eth1/9
,,,,removed,199,eth1/10
,,,,removed,199,eth1/43
,,,,removed,199,eth1/44
,,,,removed,199,eth1/45
,,,,removed,199,eth1/46
10Gbase-LR,CISCO-OPLINK    ,TPP5XGFLRCCISE2G,OPM22220JM2     ,inserted,199,eth1/47
,,,,removed,199,eth1/48
10Gbase-LR,CISCO-FINISAR   ,FTLX1474D3BCL-C2,FNS203919FM     ,inserted,199,eth1/1
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2123U00G     ,inserted,199,eth1/49
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2122U39W     ,inserted,199,eth1/50
QSFP-40G-ER4,CISCO-FINISAR   ,FTL4E1QM1C-C1   ,FNS21160EZW     ,inserted,199,eth1/51
QSFP-40G-ER4,CISCO-FINISAR   ,FTL4E1QM1C-C1   ,FNS21160PEJ     ,inserted,199,eth1/52
,,,,removed,199,eth1/53
,,,,removed,199,eth1/54
,,,,removed,199,eth1/11
,,,,removed,199,eth1/12
,,,,removed,199,eth1/13
,,,,removed,199,eth1/14
,,,,removed,199,eth1/15
,,,,removed,199,eth1/16
,,,,removed,199,eth1/17
,,,,removed,199,eth1/18
,,,,removed,199,eth1/19
,,,,removed,199,eth1/20
,,,,removed,199,eth1/21
,,,,removed,199,eth1/22
,,,,removed,199,eth1/23
,,,,removed,199,eth1/24
,,,,removed,199,eth1/25
,,,,removed,199,eth1/26
,,,,removed,199,eth1/27
,,,,removed,199,eth1/28
,,,,removed,199,eth1/29
,,,,removed,199,eth1/30
,,,,removed,199,eth1/31
,,,,removed,199,eth1/32
,,,,removed,199,eth1/33
,,,,removed,199,eth1/34
,,,,removed,199,eth1/35
,,,,removed,199,eth1/36
,,,,removed,199,eth1/37
,,,,removed,199,eth1/38
,,,,removed,199,eth1/39
,,,,removed,199,eth1/40
,,,,removed,199,eth1/41
,,,,removed,199,eth1/42
,,,,removed,202,eth1/54
,,,,removed,202,eth1/51
,,,,removed,202,eth1/46
,,,,removed,202,eth1/52
,,,,removed,202,eth1/19
,,,,removed,202,eth1/33
,,,,removed,202,eth1/20
,,,,removed,202,eth1/34
,,,,removed,202,eth1/21
,,,,removed,202,eth1/35
,,,,removed,202,eth1/22
,,,,removed,202,eth1/36
,,,,removed,202,eth1/9
,,,,removed,202,eth1/23
,,,,removed,202,eth1/37
,,,,removed,202,eth1/10
,,,,removed,202,eth1/24
,,,,removed,202,eth1/38
,,,,removed,202,eth1/25
,,,,removed,202,eth1/39
,,,,removed,202,eth1/12
,,,,removed,202,eth1/40
,,,,removed,202,eth1/13
,,,,removed,202,eth1/27
,,,,removed,202,eth1/41
,,,,removed,202,eth1/14
,,,,removed,202,eth1/28
,,,,removed,202,eth1/26
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2124DRM5     ,inserted,202,eth1/1
10Gbase-SR,CISCO-FINISAR   ,FTLX8574D3BCL-C3,FNS213206ME     ,inserted,202,eth1/2
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2124DRLU     ,inserted,202,eth1/3
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2034D7HZ     ,inserted,202,eth1/4
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2124DRLP     ,inserted,202,eth1/5
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2124DRLT     ,inserted,202,eth1/6
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2124DRLG     ,inserted,202,eth1/7
1000base-LH,CISCO           ,SFCT-5716PZ-CS1 ,AVJ20323HP4     ,inserted,202,eth1/8
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2034D7JB     ,inserted,202,eth1/43
10Gbase-LR,CISCO-ACCELINK  ,RTXM228-401-C88 ,ACW22371DKQ     ,inserted,202,eth1/47
10Gbase-LR,CISCO-ACCELINK  ,RTXM228-401-C88 ,ACW22371DKR     ,inserted,202,eth1/48
QSFP-40GE-LR4,CISCO-FINISAR   ,FTL4C1QE1C-C5   ,FNS212305BD     ,inserted,202,eth1/49
QSFP-40GE-LR4,CISCO-AVAGO     ,SFCT-88ESPZ-CS1 ,AVM2120M187     ,inserted,202,eth1/50
,,,,removed,202,eth1/53
,,,,removed,202,eth1/11
,,,,removed,202,eth1/42
,,,,removed,202,eth1/15
,,,,removed,202,eth1/29
,,,,removed,202,eth1/16
,,,,removed,202,eth1/30
,,,,removed,202,eth1/44
,,,,removed,202,eth1/17
,,,,removed,202,eth1/31
,,,,removed,202,eth1/45
,,,,removed,202,eth1/18
,,,,removed,202,eth1/32
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2034D7NE     ,inserted,201,eth1/1
10Gbase-SR,CISCO-FINISAR   ,FTLX8574D3BCL-C3,FNS213206KT     ,inserted,201,eth1/2
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2124DRJ4     ,inserted,201,eth1/3
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2124DRLX     ,inserted,201,eth1/4
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2124DRLK     ,inserted,201,eth1/5
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2034D7HC     ,inserted,201,eth1/6
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2034D7HY     ,inserted,201,eth1/7
1000base-LH,CISCO           ,SFCT-5716PZ-CS1 ,AVJ20323HPN     ,inserted,201,eth1/8
1000base-LH,CISCO           ,SFCT-5716PZ     ,AGA1736U9RA     ,inserted,201,eth1/9
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS2 ,AVD2034D7HX     ,inserted,201,eth1/43
10Gbase-LR,CISCO-FINISAR   ,FTLX1474D3BCL-C3,FNS212916Z2     ,inserted,201,eth1/47
10Gbase-LR,CISCO-FINISAR   ,FTLX1474D3BCL-C3,FNS21291AE4     ,inserted,201,eth1/48
QSFP-40GE-LR4,CISCO-FINISAR   ,FTL4C1QE1C-C5   ,FNS212304J0     ,inserted,201,eth1/49
QSFP-40GE-LR4,CISCO-AVAGO     ,SFCT-88ESPZ-CS1 ,AVM2120M0QZ     ,inserted,201,eth1/50
,,,,removed,201,eth1/33
,,,,removed,201,eth1/23
,,,,removed,201,eth1/18
,,,,removed,201,eth1/41
,,,,removed,201,eth1/51
,,,,removed,201,eth1/46
,,,,removed,201,eth1/24
,,,,removed,201,eth1/52
,,,,removed,201,eth1/45
,,,,removed,201,eth1/27
,,,,removed,201,eth1/22
,,,,removed,201,eth1/39
,,,,removed,201,eth1/21
,,,,removed,201,eth1/16
,,,,removed,201,eth1/26
,,,,removed,201,eth1/13
,,,,removed,201,eth1/53
,,,,removed,201,eth1/19
,,,,removed,201,eth1/38
,,,,removed,201,eth1/34
,,,,removed,201,eth1/11
,,,,removed,201,eth1/44
,,,,removed,201,eth1/35
,,,,removed,201,eth1/36
,,,,removed,201,eth1/37
,,,,removed,201,eth1/12
,,,,removed,201,eth1/42
,,,,removed,201,eth1/29
,,,,removed,201,eth1/10
,,,,removed,201,eth1/14
,,,,removed,201,eth1/54
,,,,removed,201,eth1/25
,,,,removed,201,eth1/17
,,,,removed,201,eth1/40
,,,,removed,201,eth1/31
,,,,removed,201,eth1/32
,,,,removed,201,eth1/20
,,,,removed,201,eth1/28
,,,,removed,201,eth1/15
,,,,removed,201,eth1/30
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD2233964M     ,inserted,203,eth1/11
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD223398BD     ,inserted,203,eth1/12
,,,,removed,203,eth1/13
,,,,removed,203,eth1/53
,,,,removed,203,eth1/19
,,,,removed,203,eth1/3
,,,,removed,203,eth1/38
,,,,removed,203,eth1/34
,,,,removed,203,eth1/44
,,,,removed,203,eth1/35
,,,,removed,203,eth1/48
,,,,removed,203,eth1/36
,,,,removed,203,eth1/4
,,,,removed,203,eth1/37
,,,,removed,203,eth1/8
,,,,removed,203,eth1/42
,,,,removed,203,eth1/29
,,,,removed,203,eth1/14
,,,,removed,203,eth1/7
,,,,removed,203,eth1/39
,,,,removed,203,eth1/43
,,,,removed,203,eth1/21
,,,,removed,203,eth1/6
,,,,removed,203,eth1/16
10Gbase-LR,CISCO-AVAGO     ,SFCT-709SMZ-CS1 ,AVD1942T0M4     ,inserted,203,eth1/1
10Gbase-LR,CISCO-FINISAR   ,FTLX1474D3BCL-C3,FNS20390EUM     ,inserted,203,eth1/2
10Gbase-SR,CISCO-AVAGO     ,SFBR-709SMZ-CS1 ,AVD22339653     ,inserted,203,eth1/10
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2122U0TM     ,inserted,203,eth1/49
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2122U0TN     ,inserted,203,eth1/50
,,,,removed,203,eth1/54
,,,,removed,203,eth1/26
,,,,removed,203,eth1/25
,,,,removed,203,eth1/17
,,,,removed,203,eth1/40
,,,,removed,203,eth1/31
,,,,removed,203,eth1/32
,,,,removed,203,eth1/9
,,,,removed,203,eth1/20
,,,,removed,203,eth1/28
,,,,removed,203,eth1/5
10Gbase-LR,CISCO-ACCELINK  ,RTXM228-401-C98 ,ACW22410HWQ     ,inserted,203,eth1/15
,,,,removed,203,eth1/30
,,,,removed,203,eth1/33
10Gbase-LR,CISCO-AVAGO     ,SFCT-739SMZ     ,AVD2233K3DZ     ,inserted,203,eth1/47
,,,,removed,203,eth1/23
,,,,removed,203,eth1/18
,,,,removed,203,eth1/41
,,,,removed,203,eth1/51
,,,,removed,203,eth1/46
,,,,removed,203,eth1/24
,,,,removed,203,eth1/52
,,,,removed,203,eth1/45
,,,,removed,203,eth1/27
,,,,removed,203,eth1/22
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2122U0T6     ,inserted,205,eth1/49
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2123U0H0     ,inserted,205,eth1/50
,,,,unknown,205,eth1/40
,,,,unknown,205,eth1/31
,,,,unknown,205,eth1/32
,,,,unknown,205,eth1/28
,,,,unknown,205,eth1/30
,,,,unknown,205,eth1/33
,,,,unknown,205,eth1/47
,,,,unknown,205,eth1/23
,,,,unknown,205,eth1/41
,,,,removed,205,eth1/51
,,,,unknown,205,eth1/46
,,,,unknown,205,eth1/24
,,,,removed,205,eth1/52
,,,,unknown,205,eth1/45
,,,,unknown,205,eth1/27
,,,,unknown,205,eth1/22
,,,,unknown,205,eth1/17
,,,,unknown,205,eth1/1
,,,,unknown,205,eth1/19
,,,,unknown,205,eth1/20
,,,,unknown,205,eth1/11
,,,,unknown,205,eth1/2
,,,,unknown,205,eth1/3
,,,,unknown,205,eth1/42
,,,,unknown,205,eth1/29
,,,,unknown,205,eth1/14
,,,,removed,205,eth1/54
,,,,unknown,205,eth1/25
,,,,unknown,205,eth1/39
,,,,unknown,205,eth1/43
,,,,unknown,205,eth1/16
,,,,removed,205,eth1/53
,,,,unknown,205,eth1/38
,,,,unknown,205,eth1/34
,,,,unknown,205,eth1/44
,,,,unknown,205,eth1/35
,,,,unknown,205,eth1/48
,,,,unknown,205,eth1/36
,,,,unknown,205,eth1/37
,,,,unknown,205,eth1/15
,,,,unknown,205,eth1/9
,,,,unknown,205,eth1/8
,,,,unknown,205,eth1/26
,,,,unknown,205,eth1/5
,,,,unknown,205,eth1/21
,,,,unknown,205,eth1/7
,,,,unknown,205,eth1/18
,,,,unknown,205,eth1/13
,,,,unknown,205,eth1/12
,,,,unknown,205,eth1/4
,,,,unknown,205,eth1/10
,,,,unknown,205,eth1/6
,,,,removed,204,eth1/53
,,,,removed,204,eth1/19
,,,,removed,204,eth1/3
,,,,removed,204,eth1/38
,,,,removed,204,eth1/34
,,,,removed,204,eth1/44
,,,,removed,204,eth1/35
,,,,removed,204,eth1/48
,,,,removed,204,eth1/36
,,,,removed,204,eth1/4
,,,,removed,204,eth1/37
,,,,removed,204,eth1/42
,,,,removed,204,eth1/29
,,,,removed,204,eth1/14
,,,,removed,204,eth1/39
,,,,removed,204,eth1/43
,,,,removed,204,eth1/21
,,,,removed,204,eth1/6
,,,,removed,204,eth1/16
,,,,removed,204,eth1/12
,,,,removed,204,eth1/11
,,,,removed,204,eth1/13
,,,,removed,204,eth1/9
,,,,removed,204,eth1/8
,,,,removed,204,eth1/7
,,,,removed,204,eth1/22
,,,,removed,204,eth1/23
,,,,removed,204,eth1/10
,,,,removed,204,eth1/20
10Gbase-LR,CISCO-FINISAR   ,FTLX1474D3BCL-C2,FNS20391G5U     ,inserted,204,eth1/1
10Gbase-LR,CISCO-FINISAR   ,FTLX1474D3BCL-C2,FNS203918R2     ,inserted,204,eth1/2
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2122U0T1     ,inserted,204,eth1/49
QSFP-40G-SR-BD,CISCO-AVAGO     ,AFBR-79EBPZ-CS2 ,AVM2122U0T5     ,inserted,204,eth1/50
,,,,removed,204,eth1/54
,,,,removed,204,eth1/26
,,,,removed,204,eth1/25
,,,,removed,204,eth1/17
,,,,removed,204,eth1/40
,,,,removed,204,eth1/31
,,,,removed,204,eth1/32
,,,,removed,204,eth1/28
,,,,removed,204,eth1/5
10Gbase-LR,CISCO-ACCELINK  ,RTXM228-401-C98 ,ACW22410JBD     ,inserted,204,eth1/15
,,,,removed,204,eth1/30
