creation_date,creation_time,events_code,description,severity,cause,affected
2020-12-27,02:11:02.854,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:11:05.919,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:11:11.845,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:11:15.967,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,02:11:15.972,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,02:11:15.973,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:11:16.905,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:11:17.848,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:11:20.911,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:11:32.850,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:11:35.922,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:12:55.130,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:12:55.567,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:12:56.869,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:12:56.869,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:12:56.898,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:13:00.966,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:13:06.649,E4215060,ActiveUserSession ge0GAfYRT3iFO_M1+HUaKQ== deleted,info,transition,uni/usersessext/actsession-ge0GAfYRT3iFO_M1+HUaKQ==
2020-12-27,02:13:11.890,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:13:15.961,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:13:21.639,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,02:13:21.888,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,02:13:26.892,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:13:30.006,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:14:07.619,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:14:11.913,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:14:16.006,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,02:14:16.007,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:14:16.007,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,02:14:16.983,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:14:50.911,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:14:50.911,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:14:50.941,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:14:56.028,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:15:05.932,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:15:10.015,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:15:20.935,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:15:25.015,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:16:01.681,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,02:16:01.935,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,02:16:35.388,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,02:16:35.395,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,02:16:47.953,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:16:47.953,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:16:47.988,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:16:51.075,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:16:55.199,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:17:02.973,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:17:08.044,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:17:11.983,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:17:16.084,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:17:17.976,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:17:21.100,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:17:21.323,E4215058,ActiveUserSession rbVSxn8TT2S0ziHVh74Vpg== created,info,transition,uni/usersessext/actsession-rbVSxn8TT2S0ziHVh74Vpg==
2020-12-27,02:17:42.419,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,02:17:42.424,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,02:17:55.486,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,02:17:55.487,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,02:17:55.492,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:18:06.752,E4215060,ActiveUserSession gkamQzGRQkuxyy+Sz36IDQ== deleted,info,transition,uni/usersessext/actsession-gkamQzGRQkuxyy+Sz36IDQ==
2020-12-27,02:18:06.753,E4215060,ActiveUserSession t8XHtcxnQPKRYhjkeMgMmQ== deleted,info,transition,uni/usersessext/actsession-t8XHtcxnQPKRYhjkeMgMmQ==
2020-12-27,02:18:10.449,E4215058,ActiveUserSession 1of5v8SlRrKmxDUNwt1aWA== created,info,transition,uni/usersessext/actsession-1of5v8SlRrKmxDUNwt1aWA==
2020-12-27,02:18:10.453,E4215058,ActiveUserSession 6s6+4N+HQqiR7L4BQOg3sg== created,info,transition,uni/usersessext/actsession-6s6+4N+HQqiR7L4BQOg3sg==
2020-12-27,02:18:41.994,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:18:41.995,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:18:42.026,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:18:45.106,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:18:57.015,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:19:02.118,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:19:12.016,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:19:15.119,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:19:35.238,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:19:35.675,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:20:01.738,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,02:20:12.037,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:20:12.465,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,02:20:17.105,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:20:36.033,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:20:36.033,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:20:36.064,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:20:39.152,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:20:47.721,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:20:51.057,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:20:55.154,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:20:58.082,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,02:20:58.083,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,02:20:58.085,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:21:06.055,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:21:11.141,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:21:22.017,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,02:21:37.738,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:21:52.484,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,02:22:19.095,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:22:19.103,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,02:22:19.105,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,02:22:30.429,E4215058,ActiveUserSession AaIwfPCdSIKmN+_Tf1Y_6w== created,info,transition,uni/usersessext/actsession-AaIwfPCdSIKmN+_Tf1Y_6w==
2020-12-27,02:22:33.075,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:22:33.076,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:22:33.105,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:22:38.191,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:22:41.781,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,02:22:42.507,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,02:22:48.098,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:22:52.304,E4215058,ActiveUserSession qXSxyOSOQ2u8aoum+bkNXA== created,info,transition,uni/usersessext/actsession-qXSxyOSOQ2u8aoum+bkNXA==
2020-12-27,02:22:53.176,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:23:03.096,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:23:07.173,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:23:12.102,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:23:15.177,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:23:17.761,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:23:40.110,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:23:40.110,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,02:23:40.111,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,02:24:30.118,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:24:30.118,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:24:30.144,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:24:34.217,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:24:45.138,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:24:49.237,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:25:00.137,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:25:05.218,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:25:21.820,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,02:25:22.268,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-1/av/serial-4
2020-12-27,02:26:12.167,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:26:15.341,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:26:16.225,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:26:27.159,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:26:27.159,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:26:27.186,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:26:31.265,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:26:42.185,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:26:43.150,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-3/av/serial-4
2020-12-27,02:26:46.267,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:26:57.179,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:27:01.263,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:28:02.127,E4209457,SnNode 4 deleted,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,02:28:04.166,E4209455,SnNode 4 created,info,transition,topology/pod-1/node-2/av/serial-4
2020-12-27,02:28:06.954,E4215060,ActiveUserSession rbVSxn8TT2S0ziHVh74Vpg== deleted,info,transition,uni/usersessext/actsession-rbVSxn8TT2S0ziHVh74Vpg==
2020-12-27,02:28:24.200,E4194678,[FSM:STAGE:RESET]: (FSM-STAGE:ifc:vmmmgr:CompCtrlrAdd:begin),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:28:24.200,E4194678,[FSM:BEGIN]: Add-FSM for VM Controller: DXB-vcenter VM Domain: DC1-RND-ACI VM Provider: VMware Error: Cannot complete login due to an incorrect user name or password.(FSM:ifc:vmmmgr:CompCtrlrAdd),info,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:28:24.230,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:28:28.303,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:28:39.225,E4204949,"Logout- NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
2020-12-27,02:28:44.322,E4204949,"Login - NOT OK : SOAP Error code : """":ServerFaultCodeVMM Controller: non-retrievable(0:1) API error",warning,transition,comp/prov-VMware/ctrlr-[DC1-RND-ACI]-DXB-vcenter
