last_transition_time,last_transition_date,fault_code,description,severity,DN,creation_date,creation_time
16:21:10.108+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 14 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth5/26.373]/fault-F112128,2020-09-03,22:15:56.647+00:00
16:30:39.869+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 16325 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth11/32.74]/fault-F110176,2020-09-03,22:15:47.661+00:00
16:06:21.672+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 20 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth11/32.74]/fault-F112128,2020-09-03,22:15:47.666+00:00
16:10:33.911+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 12965 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth5/14.382]/fault-F110176,2020-09-03,22:15:51.253+00:00
16:26:27.612+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 13 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth5/14.382]/fault-F112128,2020-09-03,22:15:51.257+00:00
16:10:33.902+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 12972 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/25.39]/fault-F110176,2020-09-03,22:15:47.622+00:00
16:06:21.668+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 17 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/25.39]/fault-F112128,2020-09-03,22:15:47.626+00:00
16:30:39.853+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 22307 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth9/23.86]/fault-F110176,2020-09-03,22:15:48.400+00:00
16:25:24.925+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 20 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth9/23.86]/fault-F112128,2020-09-03,22:15:48.405+00:00
16:01:04.130+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 16278 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/28.14]/fault-F110176,2020-09-03,22:15:51.951+00:00
15:55:45.785+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 14 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/28.14]/fault-F112128,2020-09-03,22:15:51.956+00:00
16:10:34.811+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 14643 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth5/8.380]/fault-F110176,2020-09-03,22:15:58.910+00:00
16:06:21.213+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 11 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth5/8.380]/fault-F112128,2020-09-03,22:15:58.914+00:00
15:26:06.538+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 20256 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth9/25.199]/fault-F110176,2020-09-03,22:15:47.603+00:00
16:21:10.090+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 11 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth9/25.199]/fault-F112128,2020-09-03,22:15:47.608+00:00
16:30:40.508+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 13470 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth16/21.237]/fault-F110176,2020-09-03,22:15:49.766+00:00
16:06:21.953+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 14 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth16/21.237]/fault-F112128,2020-09-03,22:15:49.771+00:00
16:11:39.233+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 11271 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth9/15.89]/fault-F110176,2020-09-03,22:15:47.589+00:00
16:26:27.267+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 10 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth9/15.89]/fault-F112128,2020-09-03,22:15:47.594+00:00
16:06:22.489+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 12220 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth14/9.213]/fault-F110176,2020-09-03,22:15:56.243+00:00
16:01:05.833+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 20 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth14/9.213]/fault-F112128,2020-09-03,22:15:56.247+00:00
16:25:24.646+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 23051 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth16/25.251]/fault-F110176,2020-09-03,22:15:48.551+00:00
16:30:39.844+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 21 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth16/25.251]/fault-F112128,2020-09-03,22:15:48.556+00:00
16:30:40.207+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 10610 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth14/2.219]/fault-F110176,2020-09-03,22:15:48.804+00:00
16:30:40.212+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 8 fell below threshold 10,cleared,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth14/2.219]/fault-F112128,2020-09-03,22:15:48.808+00:00
16:25:24.617+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 23345 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth17/4.103]/fault-F110176,2020-09-03,22:15:57.205+00:00
15:55:47.005+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 13 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth17/4.103]/fault-F112128,2020-09-03,22:15:57.210+00:00
16:10:35.840+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 12905 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth8/7.127]/fault-F110176,2020-09-03,22:15:56.060+00:00
16:06:21.653+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 17 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth8/7.127]/fault-F112128,2020-09-03,22:15:56.064+00:00
15:50:27.327+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 17577 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/23.15]/fault-F110176,2020-09-03,22:15:56.978+00:00
16:15:53.545+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 16 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/23.15]/fault-F112128,2020-09-03,22:15:56.982+00:00
16:30:39.836+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 16715 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth8/22.233]/fault-F110176,2020-09-03,22:15:47.560+00:00
16:21:10.081+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 17 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth8/22.233]/fault-F112128,2020-09-03,22:15:47.565+00:00
15:50:28.057+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 17270 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth16/4.256]/fault-F110176,2020-09-03,22:15:49.748+00:00
16:26:27.752+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 15 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth16/4.256]/fault-F112128,2020-09-03,22:15:49.752+00:00
16:21:10.073+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 13951 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth11/16.69]/fault-F110176,2020-09-03,22:15:47.541+00:00
16:30:39.828+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 1 fell below threshold 10,cleared,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth11/16.69]/fault-F112128,2020-09-03,22:15:47.546+00:00
15:41:59.800+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 13140 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/19.48]/fault-F110176,2020-09-03,22:15:51.762+00:00
15:20:48.264+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 12 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/19.48]/fault-F112128,2020-09-03,22:15:51.768+00:00
16:21:10.060+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 12346 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth9/24.155]/fault-F110176,2020-09-03,22:15:48.275+00:00
16:30:39.823+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 12 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth9/24.155]/fault-F112128,2020-09-03,22:15:48.279+00:00
15:46:14.014+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 12190 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth17/15.111]/fault-F110176,2020-09-03,22:15:58.404+00:00
15:41:59.752+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 12 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth17/15.111]/fault-F112128,2020-09-03,22:15:58.413+00:00
16:21:10.048+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 16778 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth8/4.133]/fault-F110176,2020-09-03,22:15:47.532+00:00
16:10:33.883+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 17 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth8/4.133]/fault-F112128,2020-09-03,22:15:47.536+00:00
16:06:21.641+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 10320 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/19.141]/fault-F110176,2020-09-03,22:15:48.381+00:00
15:11:15.297+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 14 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/19.141]/fault-F112128,2020-09-03,22:15:48.386+00:00
16:15:51.928+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 16380 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth11/24.144]/fault-F110176,2020-09-03,22:15:47.508+00:00
15:55:45.735+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 21 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth11/24.144]/fault-F112128,2020-09-03,22:15:47.513+00:00
15:40:54.571+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 13762 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/29.2]/fault-F110176,2020-09-03,22:15:47.472+00:00
16:21:10.040+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 19 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/29.2]/fault-F112128,2020-09-03,22:15:47.476+00:00
16:30:39.815+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 13023 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/13.4]/fault-F110176,2020-09-03,22:15:51.141+00:00
16:21:11.703+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 15 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/13.4]/fault-F112128,2020-09-03,22:15:51.146+00:00
16:06:21.620+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 19181 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/1.7]/fault-F110176,2020-09-03,22:15:47.464+00:00
15:46:12.517+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 19 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/1.7]/fault-F112128,2020-09-03,22:15:47.468+00:00
16:21:10.031+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 23808 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth17/16.172]/fault-F110176,2020-09-03,22:15:47.448+00:00
16:26:27.598+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 10 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth17/16.172]/fault-F112128,2020-09-03,22:15:47.452+00:00
16:30:39.807+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 10085 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/31.8]/fault-F110176,2020-09-03,22:15:47.432+00:00
16:26:27.593+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 10 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/31.8]/fault-F112128,2020-09-03,22:15:47.436+00:00
15:36:41.775+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 13621 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth8/32.173]/fault-F110176,2020-09-03,22:15:52.102+00:00
16:30:41.739+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 12 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth8/32.173]/fault-F112128,2020-09-03,22:15:52.107+00:00
16:11:39.068+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 9493 raised above threshold 9000 and value is recovering ,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/3.9]/fault-F110176,2020-09-03,22:15:56.763+00:00
16:26:27.933+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 17 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/3.9]/fault-F112128,2020-09-03,22:15:56.767+00:00
16:30:39.378+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 7500 fell below threshold 10000,cleared,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth17/26.174]/fault-F110176,2020-09-03,22:15:56.077+00:00
16:21:12.016+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 13 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth17/26.174]/fault-F112128,2020-09-03,22:15:56.081+00:00
15:31:23.865+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 13101 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/4.10]/fault-F110176,2020-09-03,22:15:47.406+00:00
16:21:10.023+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 18 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/4.10]/fault-F112128,2020-09-03,22:15:47.410+00:00
16:06:21.611+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 18 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/21.175]/fault-F112128,2020-09-03,22:15:49.228+00:00
16:01:04.053+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 20712 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/21.175]/fault-F110176,2020-09-03,22:15:49.232+00:00
16:25:25.377+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 10402 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/27.11]/fault-F110176,2020-09-03,22:15:58.942+00:00
16:30:40.755+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 12 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/27.11]/fault-F112128,2020-09-03,22:15:58.946+00:00
16:30:39.798+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 16629 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth10/25.176]/fault-F110176,2020-09-03,22:15:47.391+00:00
16:25:24.593+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 21 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth10/25.176]/fault-F112128,2020-09-03,22:15:47.395+00:00
16:25:24.584+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 14921 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/26.13]/fault-F110176,2020-09-03,22:15:53.367+00:00
16:21:10.006+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 19 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/26.13]/fault-F112128,2020-09-03,22:15:53.373+00:00
16:26:27.875+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 12531 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/9.16]/fault-F110176,2020-09-03,22:15:57.821+00:00
16:21:11.371+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 11 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/9.16]/fault-F112128,2020-09-03,22:15:57.826+00:00
15:55:45.675+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 14710 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/16.17]/fault-F110176,2020-09-03,22:15:47.383+00:00
15:56:50.842+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 19 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/16.17]/fault-F112128,2020-09-03,22:15:47.387+00:00
16:15:53.029+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 16065 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/15.21]/fault-F110176,2020-09-03,22:15:51.326+00:00
16:25:24.576+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 15 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/15.21]/fault-F112128,2020-09-03,22:15:51.330+00:00
15:35:36.233+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 16 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth5/7.186]/fault-F112128,2020-09-03,22:15:47.367+00:00
15:50:27.257+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 12467 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth5/7.186]/fault-F110176,2020-09-03,22:15:47.375+00:00
16:21:09.998+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 15051 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/17.22]/fault-F110176,2020-09-03,22:15:47.355+00:00
16:30:39.789+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 9 raised above threshold 9 and value is recovering ,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/17.22]/fault-F112128,2020-09-03,22:15:47.359+00:00
16:21:09.990+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 14231 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/18.23]/fault-F110176,2020-09-03,22:15:47.347+00:00
16:25:24.552+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 24 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/18.23]/fault-F112128,2020-09-03,22:15:47.351+00:00
16:26:27.346+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 10022 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/20.24]/fault-F110176,2020-09-03,22:15:57.585+00:00
16:30:39.780+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 16 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth15/20.24]/fault-F112128,2020-09-03,22:15:57.589+00:00
16:06:21.596+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 20586 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/11.25]/fault-F110176,2020-09-03,22:15:47.339+00:00
16:06:21.601+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 23 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/11.25]/fault-F112128,2020-09-03,22:15:47.343+00:00
16:30:39.763+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 8258 fell below threshold 10000,cleared,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/13.28]/fault-F110176,2020-09-03,22:15:47.331+00:00
16:30:39.772+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 13 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/13.28]/fault-F112128,2020-09-03,22:15:47.335+00:00
16:21:09.977+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 17569 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/12.29]/fault-F110176,2020-09-03,22:15:47.308+00:00
16:21:09.982+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 16 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/12.29]/fault-F112128,2020-09-03,22:15:47.312+00:00
16:15:51.315+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 16648 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth9/18.194]/fault-F110176,2020-09-03,22:15:47.640+00:00
16:30:39.861+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 17 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth9/18.194]/fault-F112128,2020-09-03,22:15:47.645+00:00
16:30:39.755+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 23157 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/8.30]/fault-F110176,2020-09-03,22:15:52.943+00:00
16:30:39.759+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 18 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/8.30]/fault-F112128,2020-09-03,22:15:52.947+00:00
16:25:24.535+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 16421 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/9.195]/fault-F110176,2020-09-03,22:15:47.300+00:00
16:30:39.742+00:00,2020-09-05,F112128,TCA: ingress drop packets rate(l2IngrPkts5min:dropRate) value 20 raised above threshold 10,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/9.195]/fault-F112128,2020-09-03,22:15:47.304+00:00
16:15:51.896+00:00,2020-09-05,F110176,TCA: ingress drop bytes rate(l2IngrBytes5min:dropRate) value 11972 raised above threshold 10000,warning,topology/pod-1/node-201/sys/inst-overlay-1/encrtd-[eth12/2.31]/fault-F110176,2020-09-03,22:15:47.281+00:00
